,state,state_p,act,r_disp,s,s_p
9218,"(5.7e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.266053,3486,3487
9219,"(6.1e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.290789,16830,16831
9220,"(1.6e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.02149,26560,26561
9221,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.051644,2235,2236
9222,"(5e-06, 3.388)","(5e-06, 3.432)",30.0,1.076549,24336,24337
9223,"(1e-06, 3.388)","(1e-06, 3.432)",40.0,1.103188,10436,10437
9224,"(6e-06, 3.388)","(6e-06, 3.432)",50.0,1.114706,6544,6545
9225,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.126716,2235,2236
9226,"(1.5e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.130414,15579,15580
9227,"(1.9e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.125414,1123,1124
9228,"(2.2e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.078188,4320,4321
9229,"(2.5e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.033916,7517,7518
9230,"(2.9e-05, 3.388)","(2.9e-05, 3.432)",110.0,0.992297,21000,21001
9231,"(3.2e-05, 3.388)","(3.2e-05, 3.432)",120.0,0.959737,24475,24476
9232,"(3.5e-05, 3.388)","(3.5e-05, 3.432)",130.0,-1.077903,27811,27812
9233,"(3.9e-05, 3.388)","(3.9e-05, 3.432)",140.0,-1.10871,12660,12661
9234,"(4.2e-05, 3.388)","(4.2e-05, 3.432)",150.0,-1.133065,15718,15719
9235,"(4.6e-05, 3.388)","(4.6e-05, 3.432)",160.0,-1.163871,1262,1263
9236,"(4.9e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.194677,4459,4460
9237,"(5.3e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.219032,17803,17804
9238,"(5.7e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.243387,3486,3487
9239,"(6.1e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.267742,16830,16831
9240,"(1.6e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.039586,26560,26561
9241,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.083333,2235,2236
9242,"(5e-06, 3.388)","(5e-06, 3.432)",30.0,1.116034,24336,24337
9243,"(1e-06, 3.388)","(1e-06, 3.432)",40.0,1.143121,10436,10437
9244,"(6e-06, 3.388)","(6e-06, 3.432)",50.0,1.163406,6544,6545
9245,"(1.1e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.175882,2235,2236
9246,"(1.5e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.188881,15579,15580
9247,"(1.9e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.193083,1123,1124
9248,"(2.2e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.143406,4320,4321
9249,"(2.5e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.096853,7517,7518
9250,"(2.9e-05, 3.388)","(2.9e-05, 3.432)",110.0,1.053108,21000,21001
9251,"(3.2e-05, 3.388)","(3.2e-05, 3.432)",120.0,1.018947,24475,24476
9252,"(3.5e-05, 3.388)","(3.5e-05, 3.432)",130.0,0.979586,27811,27812
9253,"(3.9e-05, 3.388)","(3.9e-05, 3.432)",140.0,0.948634,12660,12661
9254,"(4.2e-05, 3.388)","(4.2e-05, 3.432)",150.0,-0.075,15718,15719
9255,"(4.6e-05, 3.388)","(4.6e-05, 3.432)",160.0,-1.10439,1262,1263
9256,"(4.9e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.13378,4459,4460
9257,"(5.3e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.157073,17803,17804
9258,"(5.7e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.180366,3486,3487
9259,"(6.1e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.203659,16830,16831
9260,"(9.3e-05, 3.432)","(9.3e-05, 2.42)",10.0,1.06938,12939,13040
9261,"(8.9e-05, 3.432)","(8.9e-05, 2.42)",20.0,1.11069,28090,28191
9262,"(8.6e-05, 3.432)","(8.6e-05, 2.42)",30.0,1.115435,24754,24855
9263,"(8.4e-05, 3.432)","(8.4e-05, 2.42)",40.0,1.120351,3626,3727
9264,"(8.4e-05, 3.432)","(8.4e-05, 2.42)",50.0,1.135714,3626,3727
9265,"(8.6e-05, 3.432)","(8.6e-05, 2.42)",60.0,1.130714,24754,24855
9266,"(8.8e-05, 3.432)","(8.8e-05, 2.42)",70.0,1.146818,16970,17071
9267,"(9.1e-05, 3.432)","(9.1e-05, 2.42)",80.0,1.163704,20167,20268
9268,"(9.5e-05, 3.432)","(9.5e-05, 2.42)",90.0,1.181415,5850,5951
9269,"(9.9e-05, 3.432)","(9.9e-05, 2.42)",100.0,1.121171,19055,19156
9270,"(0.000103, 3.432)","(0.000103, 2.42)",110.0,1.075435,4738,4839
9271,"(0.000108, 3.432)","(0.000108, 2.42)",120.0,1.032437,568,669
9272,"(0.000113, 3.432)","(0.000113, 2.42)",130.0,0.991911,24893,24994
9273,"(0.000118, 3.432)","(0.000118, 2.42)",140.0,0.953622,20306,20407
9274,"(0.000123, 3.432)","(0.000123, 2.42)",150.0,-1.082692,16136,16237
9275,"(0.000128, 3.432)","(0.000128, 2.42)",160.0,-1.118462,12105,12206
9276,"(0.000133, 3.432)","(0.000133, 2.42)",170.0,-1.146538,8074,8175
9277,"(0.000138, 3.432)","(0.000138, 2.42)",180.0,-1.182308,3904,4005
9278,"(0.000143, 3.432)","(0.000143, 2.42)",190.0,-1.210385,28368,28469
9279,"(0.000147, 3.432)","(0.000147, 2.42)",200.0,-1.238462,13217,13318
9280,"(9.3e-05, 3.432)","(9.3e-05, 2.42)",10.0,1.065866,12939,13040
9281,"(8.9e-05, 3.432)","(8.9e-05, 2.42)",20.0,1.123333,28090,28191
9282,"(8.6e-05, 3.432)","(8.6e-05, 2.42)",30.0,1.147393,24754,24855
9283,"(8.4e-05, 3.432)","(8.4e-05, 2.42)",40.0,1.142393,3626,3727
9284,"(8.4e-05, 3.432)","(8.4e-05, 2.42)",50.0,1.127542,3626,3727
9285,"(8.6e-05, 3.432)","(8.6e-05, 2.42)",60.0,1.112857,24754,24855
9286,"(8.8e-05, 3.432)","(8.8e-05, 2.42)",70.0,1.088967,16970,17071
9287,"(9.1e-05, 3.432)","(9.1e-05, 2.42)",80.0,1.074754,20167,20268
9288,"(9.5e-05, 3.432)","(9.5e-05, 2.42)",90.0,1.051774,5850,5951
9289,"(9.9e-05, 3.432)","(9.9e-05, 2.42)",100.0,1.038,19055,19156
9290,"(0.000103, 3.432)","(0.000103, 2.42)",110.0,1.015866,4738,4839
9291,"(0.000108, 3.432)","(0.000108, 2.42)",120.0,0.994264,568,669
9292,"(0.000113, 3.432)","(0.000113, 2.42)",130.0,0.973168,24893,24994
9293,"(0.000118, 3.432)","(0.000118, 2.42)",140.0,0.952556,20306,20407
9294,"(0.000123, 3.432)","(0.000123, 2.42)",150.0,0.939925,16136,16237
9295,"(0.000128, 3.432)","(0.000128, 2.42)",160.0,-0.08,12105,12206
9296,"(0.000133, 3.432)","(0.000133, 2.42)",170.0,-1.099706,8074,8175
9297,"(0.000138, 3.432)","(0.000138, 2.42)",180.0,-1.134118,3904,4005
9298,"(0.000143, 3.432)","(0.000143, 2.42)",190.0,-1.161176,28368,28469
9299,"(0.000147, 3.432)","(0.000147, 2.42)",200.0,-1.188235,13217,13318
9300,"(9.3e-05, 3.432)","(9.3e-05, 2.42)",10.0,1.065312,12939,13040
9301,"(8.9e-05, 3.432)","(8.9e-05, 2.42)",20.0,1.122231,28090,28191
9302,"(8.6e-05, 3.432)","(8.6e-05, 2.42)",30.0,1.176304,24754,24855
9303,"(8.4e-05, 3.432)","(8.4e-05, 2.42)",40.0,1.161034,3626,3727
9304,"(8.4e-05, 3.432)","(8.4e-05, 2.42)",50.0,1.14594,3626,3727
9305,"(8.6e-05, 3.432)","(8.6e-05, 2.42)",60.0,1.131017,24754,24855
9306,"(8.8e-05, 3.432)","(8.8e-05, 2.42)",70.0,1.106667,16970,17071
9307,"(9.1e-05, 3.432)","(9.1e-05, 2.42)",80.0,1.092231,20167,20268
9308,"(9.5e-05, 3.432)","(9.5e-05, 2.42)",90.0,1.068821,5850,5951
9309,"(9.9e-05, 3.432)","(9.9e-05, 2.42)",100.0,1.046,19055,19156
9310,"(0.000103, 3.432)","(0.000103, 2.42)",110.0,1.02374,4738,4839
9311,"(0.000108, 3.432)","(0.000108, 2.42)",120.0,1.002016,568,669
9312,"(0.000113, 3.432)","(0.000113, 2.42)",130.0,0.980802,24893,24994
9313,"(0.000118, 3.432)","(0.000118, 2.42)",140.0,0.960075,20306,20407
9314,"(0.000123, 3.432)","(0.000123, 2.42)",150.0,0.939815,16136,16237
9316,"(0.000133, 3.432)","(0.000133, 2.42)",170.0,-1.092299,8074,8175
9317,"(0.000138, 3.432)","(0.000138, 2.42)",180.0,-1.126496,3904,4005
9318,"(0.000143, 3.432)","(0.000143, 2.42)",190.0,-1.153394,28368,28469
9319,"(0.000147, 3.432)","(0.000147, 2.42)",200.0,-1.180292,13217,13318
9320,"(0.000103, 2.42)","(0.000103, 2.464)",10.0,1.113644,4839,4770
9321,"(0.000105, 2.42)","(0.000105, 2.464)",20.0,1.212222,26106,26037
9322,"(0.000105, 2.42)","(0.000105, 2.464)",30.0,1.313859,26106,26037
9323,"(0.000103, 2.42)","(0.000103, 2.464)",40.0,1.435882,4839,4770
9324,"(0.000101, 2.42)","(0.000101, 2.464)",50.0,1.521875,12067,11998
9325,"(9.9e-05, 2.42)","(9.9e-05, 2.464)",60.0,1.579756,19156,19087
9326,"(9.7e-05, 2.42)","(9.7e-05, 2.464)",70.0,1.615,27079,27010
9327,"(9.5e-05, 2.42)","(9.5e-05, 2.464)",80.0,1.637966,5951,5882
9328,"(9.5e-05, 2.42)","(9.5e-05, 2.464)",90.0,1.647308,5951,5882
9329,"(9.6e-05, 2.42)","(9.6e-05, 2.464)",100.0,1.642308,16098,16029
9330,"(9.8e-05, 2.42)","(9.8e-05, 2.464)",110.0,1.637308,9009,8940
9331,"(0.0001, 2.42)","(0.0001, 2.464)",120.0,1.576364,1642,1573
9332,"(0.000103, 2.42)","(0.000103, 2.464)",130.0,1.519,4839,4770
9333,"(0.000106, 2.42)","(0.000106, 2.464)",140.0,1.464884,8036,7967
9334,"(0.000109, 2.42)","(0.000109, 2.464)",150.0,1.413722,11094,11025
9335,"(0.000113, 2.42)","(0.000113, 2.464)",160.0,1.375882,24994,24925
9336,"(0.000116, 2.42)","(0.000116, 2.464)",170.0,1.329286,28330,28261
9337,"(0.00012, 2.42)","(0.00012, 2.464)",180.0,1.294615,13179,13110
9338,"(0.000124, 2.42)","(0.000124, 2.464)",190.0,1.251939,27218,27149
9339,"(0.000128, 2.42)","(0.000128, 2.464)",200.0,1.22,12206,12137
9340,"(0.000103, 2.42)","(0.000103, 2.464)",10.0,1.137857,4839,4770
9341,"(0.000105, 2.42)","(0.000105, 2.464)",20.0,1.255537,26106,26037
9342,"(0.000105, 2.42)","(0.000105, 2.464)",30.0,1.385,26106,26037
9343,"(0.000103, 2.42)","(0.000103, 2.464)",40.0,1.50381,4839,4770
9344,"(0.000101, 2.42)","(0.000101, 2.464)",50.0,1.49881,12067,11998
9345,"(9.9e-05, 2.42)","(9.9e-05, 2.464)",60.0,1.49381,19156,19087
9346,"(9.7e-05, 2.42)","(9.7e-05, 2.464)",70.0,1.48881,27079,27010
9347,"(9.5e-05, 2.42)","(9.5e-05, 2.464)",80.0,1.48381,5951,5882
9348,"(9.5e-05, 2.42)","(9.5e-05, 2.464)",90.0,1.47881,5951,5882
9349,"(9.6e-05, 2.42)","(9.6e-05, 2.464)",100.0,1.47381,16098,16029
9350,"(9.8e-05, 2.42)","(9.8e-05, 2.464)",110.0,1.46881,9009,8940
9351,"(0.0001, 2.42)","(0.0001, 2.464)",120.0,1.46381,1642,1573
9352,"(0.000103, 2.42)","(0.000103, 2.464)",130.0,1.45881,4839,4770
9353,"(0.000106, 2.42)","(0.000106, 2.464)",140.0,1.45381,8036,7967
9354,"(0.000109, 2.42)","(0.000109, 2.464)",150.0,1.44881,11094,11025
9355,"(0.000113, 2.42)","(0.000113, 2.464)",160.0,1.44381,24994,24925
9356,"(0.000116, 2.42)","(0.000116, 2.464)",170.0,1.43881,28330,28261
9357,"(0.00012, 2.42)","(0.00012, 2.464)",180.0,1.43381,13179,13110
9358,"(0.000124, 2.42)","(0.000124, 2.464)",190.0,1.42881,27218,27149
9359,"(0.000128, 2.42)","(0.000128, 2.464)",200.0,1.393333,12206,12137
9360,"(0.000103, 2.42)","(0.000103, 2.464)",10.0,1.078871,4839,4770
9361,"(0.000105, 2.42)","(0.000105, 2.464)",20.0,1.156667,26106,26037
9362,"(0.000105, 2.42)","(0.000105, 2.464)",30.0,1.238731,26106,26037
9363,"(0.000103, 2.42)","(0.000103, 2.464)",40.0,1.302835,4839,4770
9364,"(0.000101, 2.42)","(0.000101, 2.464)",50.0,1.340854,12067,11998
9365,"(9.9e-05, 2.42)","(9.9e-05, 2.464)",60.0,1.37,19156,19087
9366,"(9.7e-05, 2.42)","(9.7e-05, 2.464)",70.0,1.400897,27079,27010
9367,"(9.5e-05, 2.42)","(9.5e-05, 2.464)",80.0,1.408276,5951,5882
9368,"(9.5e-05, 2.42)","(9.5e-05, 2.464)",90.0,1.41587,5951,5882
9369,"(9.6e-05, 2.42)","(9.6e-05, 2.464)",100.0,1.41087,16098,16029
9370,"(9.8e-05, 2.42)","(9.8e-05, 2.464)",110.0,1.380897,9009,8940
9371,"(0.0001, 2.42)","(0.0001, 2.464)",120.0,1.32843,1642,1573
9372,"(0.000103, 2.42)","(0.000103, 2.464)",130.0,1.279,4839,4770
9373,"(0.000106, 2.42)","(0.000106, 2.464)",140.0,1.232326,8036,7967
9374,"(0.000109, 2.42)","(0.000109, 2.464)",150.0,1.188158,11094,11025
9375,"(0.000113, 2.42)","(0.000113, 2.464)",160.0,1.155294,24994,24925
9376,"(0.000116, 2.42)","(0.000116, 2.464)",170.0,1.115,28330,28261
9377,"(0.00012, 2.42)","(0.00012, 2.464)",180.0,1.084825,13179,13110
9378,"(0.000124, 2.42)","(0.000124, 2.464)",190.0,1.047857,27218,27149
9379,"(0.000128, 2.42)","(0.000128, 2.464)",200.0,1.02,12206,12137
9380,"(9.4e-05, 2.464)","(9.4e-05, 2.904)",10.0,1.080714,23674,23711
9381,"(9.7e-05, 2.464)","(9.7e-05, 2.904)",20.0,1.170124,27010,27047
9382,"(9.9e-05, 2.464)","(9.9e-05, 2.904)",30.0,1.260168,19087,19124
9383,"(9.9e-05, 2.464)","(9.9e-05, 2.904)",40.0,1.318028,19087,19124
9384,"(9.8e-05, 2.464)","(9.8e-05, 2.904)",50.0,1.372059,8940,8977
9385,"(9.6e-05, 2.464)","(9.6e-05, 2.904)",60.0,1.420382,16029,16066
9386,"(9.4e-05, 2.464)","(9.4e-05, 2.904)",70.0,1.449375,23674,23711
9387,"(9.4e-05, 2.464)","(9.4e-05, 2.904)",80.0,1.467937,23674,23711
9388,"(9.5e-05, 2.464)","(9.5e-05, 2.904)",90.0,1.487258,5882,5919
9389,"(9.6e-05, 2.464)","(9.6e-05, 2.904)",100.0,1.434375,16029,16066
9390,"(9.7e-05, 2.464)","(9.7e-05, 2.904)",110.0,1.384394,27010,27047
9391,"(0.0001, 2.464)","(0.0001, 2.904)",120.0,1.337059,1573,1610
9392,"(0.000102, 2.464)","(0.000102, 2.904)",130.0,1.282518,22562,22599
9393,"(0.000104, 2.464)","(0.000104, 2.904)",140.0,1.240345,15056,15093
9394,"(0.000107, 2.464)","(0.000107, 2.904)",150.0,1.200168,18114,18151
9395,"(0.000111, 2.464)","(0.000111, 2.904)",160.0,1.17,3797,3834
9396,"(0.000114, 2.464)","(0.000114, 2.904)",170.0,1.132949,7133,7170
9397,"(0.000118, 2.464)","(0.000118, 2.904)",180.0,1.0975,20338,20375
9398,"(0.000122, 2.464)","(0.000122, 2.904)",190.0,1.070644,6021,6058
9399,"(0.000126, 2.464)","(0.000126, 2.904)",200.0,1.044578,19226,19263
9400,"(9.4e-05, 2.464)","(9.4e-05, 2.904)",10.0,1.088567,23674,23711
9401,"(9.7e-05, 2.464)","(9.7e-05, 2.904)",20.0,1.166101,27010,27047
9402,"(9.9e-05, 2.464)","(9.9e-05, 2.904)",30.0,1.248514,19087,19124
9403,"(9.9e-05, 2.464)","(9.9e-05, 2.904)",40.0,1.306241,19087,19124
9404,"(9.8e-05, 2.464)","(9.8e-05, 2.904)",50.0,1.360185,8940,8977
9405,"(9.6e-05, 2.464)","(9.6e-05, 2.904)",60.0,1.397481,16029,16066
9406,"(9.4e-05, 2.464)","(9.4e-05, 2.904)",70.0,1.425938,23674,23711
9407,"(9.4e-05, 2.464)","(9.4e-05, 2.904)",80.0,1.444127,23674,23711
9408,"(9.5e-05, 2.464)","(9.5e-05, 2.904)",90.0,1.463065,5882,5919
9409,"(9.6e-05, 2.464)","(9.6e-05, 2.904)",100.0,1.410938,16029,16066
9410,"(9.7e-05, 2.464)","(9.7e-05, 2.904)",110.0,1.361667,27010,27047
9411,"(0.0001, 2.464)","(0.0001, 2.904)",120.0,1.315,1573,1610
9412,"(0.000102, 2.464)","(0.000102, 2.904)",130.0,1.261241,22562,22599
9413,"(0.000104, 2.464)","(0.000104, 2.904)",140.0,1.219655,15056,15093
9414,"(0.000107, 2.464)","(0.000107, 2.904)",150.0,1.180034,18114,18151
9415,"(0.000111, 2.464)","(0.000111, 2.904)",160.0,1.150263,3797,3834
9416,"(0.000114, 2.464)","(0.000114, 2.904)",170.0,1.113718,7133,7170
9417,"(0.000118, 2.464)","(0.000118, 2.904)",180.0,1.07875,20338,20375
9418,"(0.000122, 2.464)","(0.000122, 2.904)",190.0,1.052239,6021,6058
9419,"(0.000126, 2.464)","(0.000126, 2.904)",200.0,1.026506,19226,19263
9440,"(1e-05, 2.904)","(1e-05, 4.576)",10.0,1.04402,19819,19870
9441,"(4e-06, 2.904)","(4e-06, 4.576)",20.0,1.093093,13564,13615
9442,"(1e-06, 2.904)","(1e-06, 4.576)",30.0,1.123298,10506,10557
9443,"(6e-06, 2.904)","(6e-06, 4.576)",40.0,1.149399,6614,6665
9444,"(1e-05, 2.904)","(1e-05, 4.576)",50.0,1.15732,19819,19870
9445,"(1.5e-05, 2.904)","(1.5e-05, 4.576)",60.0,1.165531,15649,15700
9446,"(1.9e-05, 2.904)","(1.9e-05, 4.576)",70.0,1.14732,1193,1244
9447,"(2.4e-05, 2.904)","(2.4e-05, 4.576)",80.0,1.135824,25657,25708
9448,"(2.8e-05, 2.904)","(2.8e-05, 4.576)",90.0,1.124399,10645,10696
9449,"(3.4e-05, 2.904)","(3.4e-05, 4.576)",100.0,1.106757,16761,16812
9450,"(3.9e-05, 2.904)","(3.9e-05, 4.576)",110.0,1.089385,12730,12781
9451,"(4.4e-05, 2.904)","(4.4e-05, 4.576)",120.0,1.078298,8699,8750
9452,"(5e-05, 2.904)","(5e-05, 4.576)",130.0,1.067275,14815,14866
9453,"(5.6e-05, 2.904)","(5.6e-05, 4.576)",140.0,1.062275,21209,21260
9454,"(6.2e-05, 2.904)","(6.2e-05, 4.576)",150.0,1.057275,28020,28071
9455,"(6.8e-05, 2.904)","(6.8e-05, 4.576)",160.0,1.052275,5780,5831
9456,"(7.4e-05, 2.904)","(7.4e-05, 4.576)",170.0,1.047275,11896,11947
9457,"(7.9e-05, 2.904)","(7.9e-05, 4.576)",180.0,1.042275,7865,7916
9458,"(8.4e-05, 2.904)","(8.4e-05, 4.576)",190.0,1.043298,3695,3746
9459,"(8.9e-05, 2.904)","(8.9e-05, 4.576)",200.0,1.044385,28159,28210
9460,"(1e-05, 2.904)","(1e-05, 4.576)",10.0,1.032634,19819,19870
9461,"(4e-06, 2.904)","(4e-06, 4.576)",20.0,1.05044,13564,13615
9462,"(1e-06, 2.904)","(1e-06, 4.576)",30.0,1.075395,10506,10557
9463,"(6e-06, 2.904)","(6e-06, 4.576)",40.0,1.082857,6614,6665
9464,"(1e-05, 2.904)","(1e-05, 4.576)",50.0,1.077857,19819,19870
9465,"(1.5e-05, 2.904)","(1.5e-05, 4.576)",60.0,1.072857,15649,15700
9466,"(1.9e-05, 2.904)","(1.9e-05, 4.576)",70.0,1.055395,1193,1244
9467,"(2.4e-05, 2.904)","(2.4e-05, 4.576)",80.0,1.04427,25657,25708
9468,"(2.8e-05, 2.904)","(2.8e-05, 4.576)",90.0,1.027222,10645,10696
9469,"(3.4e-05, 2.904)","(3.4e-05, 4.576)",100.0,1.01044,16761,16812
9470,"(3.9e-05, 2.904)","(3.9e-05, 4.576)",110.0,0.999645,12730,12781
9471,"(4.4e-05, 2.904)","(4.4e-05, 4.576)",120.0,0.983243,8699,8750
9472,"(5e-05, 2.904)","(5e-05, 4.576)",130.0,0.967086,14815,14866
9473,"(5.6e-05, 2.904)","(5.6e-05, 4.576)",140.0,0.962086,21209,21260
9474,"(6.2e-05, 2.904)","(6.2e-05, 4.576)",150.0,0.951596,28020,28071
9475,"(6.8e-05, 2.904)","(6.8e-05, 4.576)",160.0,0.941164,5780,5831
9476,"(7.4e-05, 2.904)","(7.4e-05, 4.576)",170.0,0.936164,11896,11947
9477,"(7.9e-05, 2.904)","(7.9e-05, 4.576)",180.0,0.931164,7865,7916
9478,"(8.4e-05, 2.904)","(8.4e-05, 4.576)",190.0,0.931596,3695,3746
9479,"(8.9e-05, 2.904)","(8.9e-05, 4.576)",200.0,0.926596,28159,28210
9480,"(1e-05, 2.904)","(1e-05, 4.576)",10.0,1.040226,19819,19870
9481,"(4e-06, 2.904)","(4e-06, 4.576)",20.0,1.079005,13564,13615
9482,"(1e-06, 2.904)","(1e-06, 4.576)",30.0,1.109324,10506,10557
9483,"(6e-06, 2.904)","(6e-06, 4.576)",40.0,1.129171,6614,6665
9484,"(1e-05, 2.904)","(1e-05, 4.576)",50.0,1.137011,19819,19870
9485,"(1.5e-05, 2.904)","(1.5e-05, 4.576)",60.0,1.132011,15649,15700
9486,"(1.9e-05, 2.904)","(1.9e-05, 4.576)",70.0,1.127011,1193,1244
9487,"(2.4e-05, 2.904)","(2.4e-05, 4.576)",80.0,1.109171,25657,25708
9488,"(2.8e-05, 2.904)","(2.8e-05, 4.576)",90.0,1.097857,10645,10696
9489,"(3.4e-05, 2.904)","(3.4e-05, 4.576)",100.0,1.080435,16761,16812
9490,"(3.9e-05, 2.904)","(3.9e-05, 4.576)",110.0,1.06328,12730,12781
9491,"(4.4e-05, 2.904)","(4.4e-05, 4.576)",120.0,1.052299,8699,8750
9492,"(5e-05, 2.904)","(5e-05, 4.576)",130.0,1.035529,14815,14866
9493,"(5.6e-05, 2.904)","(5.6e-05, 4.576)",140.0,1.030529,21209,21260
9494,"(6.2e-05, 2.904)","(6.2e-05, 4.576)",150.0,1.025529,28020,28071
9495,"(6.8e-05, 2.904)","(6.8e-05, 4.576)",160.0,1.020529,5780,5831
9496,"(7.4e-05, 2.904)","(7.4e-05, 4.576)",170.0,1.015529,11896,11947
9497,"(7.9e-05, 2.904)","(7.9e-05, 4.576)",180.0,1.010529,7865,7916
9498,"(8.4e-05, 2.904)","(8.4e-05, 4.576)",190.0,1.011383,3695,3746
9499,"(8.9e-05, 2.904)","(8.9e-05, 4.576)",200.0,1.012299,28159,28210
9500,"(2.8e-05, 4.576)","(2.8e-05, 4.972)",10.0,1.018121,10696,10694
9501,"(2e-05, 4.576)","(2e-05, 4.972)",20.0,1.031176,11669,11667
9502,"(1.4e-05, 4.576)","(1.4e-05, 4.972)",30.0,1.038571,5553,5551
9503,"(8e-06, 4.576)","(8e-06, 4.972)",40.0,1.033571,27793,27791
9504,"(2e-06, 4.576)","(2e-06, 4.972)",50.0,1.022337,20982,20980
9505,"(3e-06, 4.576)","(3e-06, 4.972)",60.0,1.005088,3329,3327
9506,"(9e-06, 4.576)","(9e-06, 4.972)",70.0,0.988121,9584,9582
9507,"(1.4e-05, 4.576)","(1.4e-05, 4.972)",80.0,0.971429,5553,5551
9508,"(2e-05, 4.576)","(2e-05, 4.972)",90.0,-0.045,11669,11667
9509,"(2.6e-05, 4.576)","(2.6e-05, 4.972)",100.0,-1.066949,17785,17783
9510,"(3.3e-05, 4.576)","(3.3e-05, 4.972)",110.0,-1.083249,6804,6802
9511,"(3.9e-05, 4.576)","(3.9e-05, 4.972)",120.0,-1.093898,12781,12779
9512,"(4.6e-05, 4.576)","(4.6e-05, 4.972)",130.0,-1.115847,1383,1381
9513,"(5.2e-05, 4.576)","(5.2e-05, 4.972)",140.0,-1.132147,7777,7775
9514,"(5.9e-05, 4.576)","(5.9e-05, 4.972)",150.0,-1.142797,24735,24733
9515,"(6.5e-05, 4.576)","(6.5e-05, 4.972)",160.0,-1.147797,2634,2632
9516,"(7.1e-05, 4.576)","(7.1e-05, 4.972)",170.0,-1.147147,8889,8887
9517,"(7.7e-05, 4.576)","(7.7e-05, 4.972)",180.0,-1.152147,15005,15003
9518,"(8.1e-05, 4.576)","(8.1e-05, 4.972)",190.0,-1.151497,549,547
9519,"(8.6e-05, 4.576)","(8.6e-05, 4.972)",200.0,-1.156497,24874,24872
9520,"(2.8e-05, 4.576)","(2.8e-05, 4.972)",10.0,1.029091,10696,10694
9521,"(2e-05, 4.576)","(2e-05, 4.972)",20.0,1.042023,11669,11667
9522,"(1.4e-05, 4.576)","(1.4e-05, 4.972)",30.0,1.049327,5553,5551
9523,"(8e-06, 4.576)","(8e-06, 4.972)",40.0,1.050588,27793,27791
9524,"(2e-06, 4.576)","(2e-06, 4.972)",50.0,1.039327,20982,20980
9525,"(3e-06, 4.576)","(3e-06, 4.972)",60.0,1.02814,3329,3327
9526,"(9e-06, 4.576)","(9e-06, 4.972)",70.0,1.010977,9584,9582
9527,"(1.4e-05, 4.576)","(1.4e-05, 4.972)",80.0,0.994091,5553,5551
9528,"(2e-05, 4.576)","(2e-05, 4.972)",90.0,0.97176,11669,11667
9529,"(2.6e-05, 4.576)","(2.6e-05, 4.972)",100.0,0.955525,17785,17783
9530,"(3.3e-05, 4.576)","(3.3e-05, 4.972)",110.0,-1.060495,6804,6802
9531,"(3.9e-05, 4.576)","(3.9e-05, 4.972)",120.0,-1.070989,12781,12779
9532,"(4.6e-05, 4.576)","(4.6e-05, 4.972)",130.0,-1.086978,1383,1381
9533,"(5.2e-05, 4.576)","(5.2e-05, 4.972)",140.0,-1.102967,7777,7775
9534,"(5.9e-05, 4.576)","(5.9e-05, 4.972)",150.0,-1.113462,24735,24733
9535,"(6.5e-05, 4.576)","(6.5e-05, 4.972)",160.0,-1.118462,2634,2632
9536,"(7.1e-05, 4.576)","(7.1e-05, 4.972)",170.0,-1.117967,8889,8887
9537,"(7.7e-05, 4.576)","(7.7e-05, 4.972)",180.0,-1.117473,15005,15003
9538,"(8.1e-05, 4.576)","(8.1e-05, 4.972)",190.0,-1.116978,549,547
9539,"(8.6e-05, 4.576)","(8.6e-05, 4.972)",200.0,-1.127473,24874,24872
9540,"(2.8e-05, 4.576)","(2.8e-05, 4.972)",10.0,-1.05418,10696,10694
9541,"(2e-05, 4.576)","(2e-05, 4.972)",20.0,-1.108361,11669,11667
9542,"(1.4e-05, 4.576)","(1.4e-05, 4.972)",30.0,-1.162541,5553,5551
9543,"(8e-06, 4.576)","(8e-06, 4.972)",40.0,-1.208525,27793,27791
9544,"(2e-06, 4.576)","(2e-06, 4.972)",50.0,-1.262705,20982,20980
9545,"(3e-06, 4.576)","(3e-06, 4.972)",60.0,-1.308689,3329,3327
