,state,state_p,act,r_acc
571,"(3, 26)","(3, 26)",120.0,12.245703
572,"(3, 26)","(3, 26)",130.0,12.145703
573,"(3, 26)","(3, 26)",140.0,12.045703
574,"(3, 26)","(3, 26)",150.0,11.945703
575,"(3, 26)","(3, 26)",160.0,11.845703
576,"(3, 26)","(3, 26)",170.0,11.745703
577,"(3, 26)","(3, 26)",180.0,11.645703
578,"(3, 26)","(3, 26)",190.0,11.545703
579,"(3, 26)","(3, 26)",200.0,11.445703
580,"(3, 26)","(3, 26)",10.0,16.570927
581,"(3, 26)","(3, 25)",20.0,17.413695
582,"(3, 26)","(3, 25)",30.0,17.313695
583,"(3, 26)","(3, 26)",40.0,17.213695
584,"(3, 26)","(3, 26)",50.0,17.113695
585,"(3, 26)","(3, 26)",60.0,17.013695
586,"(3, 26)","(3, 26)",70.0,16.913695
587,"(3, 26)","(3, 26)",80.0,16.813695
588,"(3, 26)","(3, 26)",90.0,16.713695
589,"(3, 26)","(3, 26)",100.0,16.613695
590,"(3, 26)","(3, 26)",110.0,16.513695
591,"(3, 26)","(3, 26)",120.0,16.413695
592,"(3, 26)","(3, 26)",130.0,16.313695
593,"(3, 26)","(3, 26)",140.0,16.213695
594,"(3, 26)","(3, 26)",150.0,16.113695
595,"(3, 26)","(3, 26)",160.0,16.013695
596,"(3, 26)","(3, 26)",170.0,12.607546
597,"(3, 26)","(3, 26)",180.0,7.777165
598,"(3, 26)","(3, 26)",190.0,3.130618
599,"(3, 26)","(3, 26)",200.0,-1.337893
600,"(3, 26)","(3, 26)",10.0,6.462817
601,"(3, 26)","(3, 25)",20.0,12.663759
602,"(3, 26)","(3, 25)",30.0,19.264094
603,"(3, 26)","(3, 26)",40.0,23.649644
604,"(3, 26)","(3, 26)",50.0,27.032357
605,"(3, 26)","(3, 26)",60.0,29.811718
606,"(3, 26)","(3, 26)",70.0,32.058665
607,"(3, 26)","(3, 26)",80.0,26.143363
608,"(3, 26)","(3, 26)",90.0,20.454161
609,"(3, 26)","(3, 26)",100.0,14.914247
610,"(3, 26)","(3, 26)",110.0,9.545304
611,"(3, 26)","(3, 26)",120.0,4.275186
612,"(3, 26)","(3, 26)",130.0,-0.925834
613,"(3, 26)","(3, 26)",140.0,-6.044551
614,"(3, 26)","(3, 26)",150.0,-11.103463
615,"(3, 26)","(3, 26)",160.0,-16.078004
616,"(3, 26)","(3, 26)",170.0,-20.951366
617,"(3, 26)","(3, 26)",180.0,-25.780644
618,"(3, 26)","(3, 26)",190.0,-30.428289
619,"(3, 26)","(3, 26)",200.0,-34.896779
620,"(3, 26)","(4, 27)",10.0,0.836386
621,"(3, 26)","(4, 27)",20.0,1.527437
622,"(3, 26)","(4, 27)",30.0,1.702395
623,"(3, 26)","(4, 26)",40.0,1.92019
624,"(3, 26)","(4, 26)",50.0,1.578936
625,"(3, 26)","(4, 26)",60.0,1.371335
626,"(3, 26)","(4, 26)",70.0,0.966513
627,"(3, 26)","(4, 26)",80.0,0.174433
628,"(3, 26)","(4, 26)",90.0,-0.516697
629,"(3, 26)","(4, 26)",100.0,-1.329983
630,"(3, 26)","(4, 26)",110.0,-2.558333
631,"(3, 26)","(4, 26)",120.0,-8.655385
632,"(3, 26)","(4, 26)",130.0,-14.752436
633,"(3, 26)","(4, 26)",140.0,-20.849487
634,"(3, 26)","(4, 26)",150.0,-26.946539
635,"(3, 26)","(4, 26)",160.0,-33.04359
636,"(3, 26)","(4, 26)",170.0,-39.140642
637,"(3, 26)","(4, 26)",180.0,-45.237693
638,"(3, 26)","(4, 26)",190.0,-51.334744
639,"(3, 26)","(4, 26)",200.0,-57.431796
640,"(3, 26)","(4, 27)",10.0,13.113493
641,"(3, 26)","(4, 27)",20.0,18.310773
642,"(3, 26)","(4, 27)",30.0,18.210773
643,"(3, 26)","(4, 26)",40.0,18.110773
644,"(3, 26)","(4, 26)",50.0,18.010773
645,"(3, 26)","(4, 26)",60.0,17.910773
646,"(3, 26)","(4, 26)",70.0,17.810773
647,"(3, 26)","(4, 26)",80.0,17.710773
648,"(3, 26)","(4, 26)",90.0,17.610773
649,"(3, 26)","(4, 26)",100.0,17.510773
650,"(3, 26)","(4, 26)",110.0,17.410773
651,"(3, 26)","(4, 26)",120.0,17.310773
652,"(3, 26)","(4, 26)",130.0,17.210773
653,"(3, 26)","(4, 26)",140.0,17.110773
654,"(3, 26)","(4, 26)",150.0,17.010773
655,"(3, 26)","(4, 26)",160.0,12.971969
656,"(3, 26)","(4, 26)",170.0,8.835166
657,"(3, 26)","(4, 26)",180.0,4.746602
658,"(3, 26)","(4, 26)",190.0,0.718769
659,"(3, 26)","(4, 26)",200.0,-3.271989
660,"(3, 27)","(4, 27)",10.0,3.917791
661,"(3, 27)","(4, 27)",20.0,4.137713
662,"(3, 27)","(4, 27)",30.0,4.138767
663,"(3, 27)","(4, 26)",40.0,4.139821
664,"(3, 27)","(4, 26)",50.0,4.140875
665,"(3, 27)","(4, 26)",60.0,4.141929
666,"(3, 27)","(4, 26)",70.0,4.142983
667,"(3, 27)","(4, 26)",80.0,4.144037
668,"(3, 27)","(4, 26)",90.0,4.143207
669,"(3, 27)","(4, 26)",100.0,4.043207
670,"(3, 27)","(4, 26)",110.0,3.943207
671,"(3, 27)","(4, 26)",120.0,3.843207
672,"(3, 27)","(4, 26)",130.0,3.638838
673,"(3, 27)","(4, 26)",140.0,1.404208
674,"(3, 27)","(4, 26)",150.0,-0.804933
675,"(3, 27)","(4, 26)",160.0,-2.998739
676,"(3, 27)","(4, 26)",170.0,-5.034359
677,"(3, 27)","(4, 26)",180.0,-7.141947
678,"(3, 27)","(4, 26)",190.0,-9.191191
679,"(3, 27)","(4, 26)",200.0,-12.914485
680,"(4, 26)","(6, 27)",10.0,5.066067
681,"(4, 26)","(6, 28)",20.0,4.966067
682,"(4, 26)","(6, 28)",30.0,4.866067
683,"(4, 26)","(6, 29)",40.0,4.766067
684,"(4, 26)","(6, 29)",50.0,4.666067
685,"(4, 26)","(6, 30)",60.0,4.566067
686,"(4, 26)","(6, 31)",70.0,4.466067
687,"(4, 26)","(6, 33)",80.0,4.366067
688,"(4, 26)","(6, 35)",90.0,4.266067
689,"(4, 26)","(6, 35)",100.0,4.166067
690,"(4, 26)","(6, 36)",110.0,4.066067
691,"(4, 26)","(6, 36)",120.0,3.966067
692,"(4, 26)","(6, 36)",130.0,3.866067
693,"(4, 26)","(6, 35)",140.0,3.766067
694,"(4, 26)","(6, 35)",150.0,3.666067
695,"(4, 26)","(6, 33)",160.0,3.566067
696,"(4, 26)","(6, 31)",170.0,3.466067
697,"(4, 26)","(6, 29)",180.0,3.366067
698,"(4, 26)","(6, 26)",190.0,3.266067
699,"(4, 26)","(6, 24)",200.0,3.166067
700,"(4, 26)","(6, 27)",10.0,9.583642
701,"(4, 26)","(6, 28)",20.0,10.661824
702,"(4, 26)","(6, 28)",30.0,10.740963
703,"(4, 26)","(6, 29)",40.0,10.640963
704,"(4, 26)","(6, 29)",50.0,10.540963
705,"(4, 26)","(6, 30)",60.0,10.440963
706,"(4, 26)","(6, 31)",70.0,10.340963
707,"(4, 26)","(6, 33)",80.0,10.240963
708,"(4, 26)","(6, 35)",90.0,10.140963
709,"(4, 26)","(6, 35)",100.0,10.040963
710,"(4, 26)","(6, 36)",110.0,9.940963
711,"(4, 26)","(6, 36)",120.0,9.840963
712,"(4, 26)","(6, 36)",130.0,9.740963
713,"(4, 26)","(6, 35)",140.0,9.640963
714,"(4, 26)","(6, 35)",150.0,9.540963
715,"(4, 26)","(6, 33)",160.0,9.440963
716,"(4, 26)","(6, 31)",170.0,9.340963
717,"(4, 26)","(6, 29)",180.0,7.11008
718,"(4, 26)","(6, 26)",190.0,4.462649
719,"(4, 26)","(6, 24)",200.0,2.456306
720,"(4, 26)","(6, 27)",10.0,8.181094
721,"(4, 26)","(6, 28)",20.0,8.35216
722,"(4, 26)","(6, 28)",30.0,8.25216
723,"(4, 26)","(6, 29)",40.0,8.15216
724,"(4, 26)","(6, 29)",50.0,8.05216
725,"(4, 26)","(6, 30)",60.0,7.95216
726,"(4, 26)","(6, 31)",70.0,7.85216
727,"(4, 26)","(6, 33)",80.0,7.75216
728,"(4, 26)","(6, 35)",90.0,7.65216
729,"(4, 26)","(6, 35)",100.0,7.55216
730,"(4, 26)","(6, 36)",110.0,7.45216
731,"(4, 26)","(6, 36)",120.0,7.35216
732,"(4, 26)","(6, 36)",130.0,7.25216
733,"(4, 26)","(6, 35)",140.0,7.15216
734,"(4, 26)","(6, 35)",150.0,7.05216
735,"(4, 26)","(6, 33)",160.0,6.95216
736,"(4, 26)","(6, 31)",170.0,6.85216
737,"(4, 26)","(6, 29)",180.0,6.75216
738,"(4, 26)","(6, 26)",190.0,6.65216
739,"(4, 26)","(6, 24)",200.0,6.55216
740,"(6, 35)","(6, 25)",10.0,23.449597
741,"(6, 35)","(6, 25)",20.0,30.504946
742,"(6, 35)","(6, 26)",30.0,30.719081
743,"(6, 35)","(6, 27)",40.0,30.619081
744,"(6, 35)","(6, 29)",50.0,30.519081
745,"(6, 35)","(6, 30)",60.0,30.419081
746,"(6, 35)","(6, 32)",70.0,30.319081
747,"(6, 35)","(6, 34)",80.0,30.219081
748,"(6, 35)","(6, 35)",90.0,30.119081
749,"(6, 35)","(6, 26)",100.0,30.019081
750,"(6, 35)","(6, 26)",110.0,29.919081
751,"(6, 35)","(6, 26)",120.0,29.819081
752,"(6, 35)","(6, 26)",130.0,29.719081
753,"(6, 35)","(6, 26)",140.0,29.619081
754,"(6, 35)","(6, 26)",150.0,29.519081
755,"(6, 35)","(6, 26)",160.0,29.419081
756,"(6, 35)","(6, 26)",170.0,29.319081
757,"(6, 35)","(6, 26)",180.0,29.219081
758,"(6, 35)","(6, 26)",190.0,29.119081
759,"(6, 35)","(6, 26)",200.0,29.019081
760,"(6, 30)","(6, 25)",10.0,18.318877
761,"(6, 30)","(6, 25)",20.0,29.109063
762,"(6, 30)","(6, 26)",30.0,29.009063
763,"(6, 30)","(6, 27)",40.0,28.909063
764,"(6, 30)","(6, 29)",50.0,28.809063
765,"(6, 30)","(6, 30)",60.0,28.709063
766,"(6, 30)","(6, 32)",70.0,28.609063
767,"(6, 30)","(6, 34)",80.0,28.509063
768,"(6, 30)","(6, 35)",90.0,28.409063
769,"(6, 30)","(6, 26)",100.0,28.309063
770,"(6, 30)","(6, 26)",110.0,28.209063
771,"(6, 30)","(6, 26)",120.0,28.109063
772,"(6, 30)","(6, 26)",130.0,28.009063
773,"(6, 30)","(6, 26)",140.0,27.909063
774,"(6, 30)","(6, 26)",150.0,27.809063
775,"(6, 30)","(6, 26)",160.0,27.709063
776,"(6, 30)","(6, 26)",170.0,27.609063
777,"(6, 30)","(6, 26)",180.0,27.509063
778,"(6, 30)","(6, 26)",190.0,27.409063
779,"(6, 30)","(6, 26)",200.0,27.309063
780,"(6, 27)","(6, 25)",10.0,11.192882
781,"(6, 27)","(6, 25)",20.0,20.162799
782,"(6, 27)","(6, 26)",30.0,26.363532
783,"(6, 27)","(6, 27)",40.0,29.679563
784,"(6, 27)","(6, 29)",50.0,30.341109
785,"(6, 27)","(6, 30)",60.0,30.903372
786,"(6, 27)","(6, 32)",70.0,29.626656
787,"(6, 27)","(6, 34)",80.0,27.838917
788,"(6, 27)","(6, 35)",90.0,24.340775
789,"(6, 27)","(6, 26)",100.0,21.383304
790,"(6, 27)","(6, 26)",110.0,18.343503
791,"(6, 27)","(6, 26)",120.0,15.392095
792,"(6, 27)","(6, 26)",130.0,13.54916
793,"(6, 27)","(6, 26)",140.0,10.364192
794,"(6, 27)","(6, 26)",150.0,8.707696
795,"(6, 27)","(6, 26)",160.0,7.177001
796,"(6, 27)","(6, 26)",170.0,7.568753
797,"(6, 27)","(6, 26)",180.0,9.123781
798,"(6, 27)","(6, 26)",190.0,10.274411
799,"(6, 27)","(6, 26)",200.0,13.074552
800,"(6, 25)","(6, 22)",10.0,13.52987
801,"(6, 25)","(6, 21)",20.0,13.42987
802,"(6, 25)","(6, 20)",30.0,13.32987
803,"(6, 25)","(6, 19)",40.0,13.22987
804,"(6, 25)","(6, 19)",50.0,13.12987
805,"(6, 25)","(6, 18)",60.0,12.698635
806,"(6, 25)","(6, 19)",70.0,4.456072
807,"(6, 25)","(6, 20)",80.0,-3.140229
808,"(6, 25)","(6, 22)",90.0,-11.743033
809,"(6, 25)","(6, 24)",100.0,-21.335439
810,"(6, 25)","(6, 26)",110.0,-28.75312
811,"(6, 25)","(6, 29)",120.0,-34.626512
812,"(6, 25)","(6, 32)",130.0,-39.876399
813,"(6, 25)","(6, 35)",140.0,-43.245977
814,"(6, 25)","(6, 37)",150.0,-44.551737
815,"(6, 25)","(6, 38)",160.0,-44.487494
816,"(6, 25)","(6, 37)",170.0,-43.332383
817,"(6, 25)","(6, 25)",180.0,-42.531856
818,"(6, 25)","(6, 25)",190.0,-40.279784
819,"(6, 25)","(6, 25)",200.0,-40.286318
820,"(6, 26)","(6, 22)",10.0,0.82905
821,"(6, 26)","(6, 21)",20.0,0.111961
822,"(6, 26)","(6, 20)",30.0,-1.569255
823,"(6, 26)","(6, 19)",40.0,-4.779201
824,"(6, 26)","(6, 19)",50.0,-8.683186
825,"(6, 26)","(6, 18)",60.0,-16.810229
826,"(6, 26)","(6, 19)",70.0,-29.270326
827,"(6, 26)","(6, 20)",80.0,-40.296494
828,"(6, 26)","(6, 22)",90.0,-51.166435
829,"(6, 26)","(6, 24)",100.0,-60.759046
830,"(6, 26)","(6, 26)",110.0,-68.175705
831,"(6, 26)","(6, 29)",120.0,-74.049026
832,"(6, 26)","(6, 32)",130.0,-79.30917
833,"(6, 26)","(6, 35)",140.0,-82.669595
834,"(6, 26)","(6, 37)",150.0,-83.975355
835,"(6, 26)","(6, 38)",160.0,-83.913349
836,"(6, 26)","(6, 37)",170.0,-82.756451
837,"(6, 26)","(6, 25)",180.0,-81.956621
838,"(6, 26)","(6, 25)",190.0,-79.574938
839,"(6, 26)","(6, 25)",200.0,-76.192397
840,"(6, 26)","(6, 22)",10.0,-2.608838
841,"(6, 26)","(6, 21)",20.0,-13.67389
842,"(6, 26)","(6, 20)",30.0,-30.416646
843,"(6, 26)","(6, 19)",40.0,-44.980499
844,"(6, 26)","(6, 19)",50.0,-57.36708
845,"(6, 26)","(6, 18)",60.0,-68.466186
846,"(6, 26)","(6, 19)",70.0,-77.521005
847,"(6, 26)","(6, 20)",80.0,-86.825533
848,"(6, 26)","(6, 22)",90.0,-97.695475
849,"(6, 26)","(6, 24)",100.0,-107.288017
850,"(6, 26)","(6, 26)",110.0,-114.704862
851,"(6, 26)","(6, 29)",120.0,-120.578189
852,"(6, 26)","(6, 32)",130.0,-125.831433
853,"(6, 26)","(6, 35)",140.0,-129.198566
854,"(6, 26)","(6, 37)",150.0,-130.504327
855,"(6, 26)","(6, 38)",160.0,-130.44251
856,"(6, 26)","(6, 37)",170.0,-132.432309
857,"(6, 26)","(6, 25)",180.0,-142.799864
858,"(6, 26)","(6, 25)",190.0,-153.097698
859,"(6, 26)","(6, 25)",200.0,-163.32581
860,"(6, 25)","(7, 27)",10.0,3.39582
861,"(6, 25)","(7, 27)",20.0,2.604564
862,"(6, 25)","(7, 27)",30.0,-13.348083
863,"(6, 25)","(7, 26)",40.0,-28.846271
864,"(6, 25)","(7, 26)",50.0,-42.602678
865,"(6, 25)","(7, 27)",60.0,-54.583088
866,"(6, 25)","(7, 27)",70.0,-64.866625
867,"(6, 25)","(7, 27)",80.0,-76.410891
868,"(6, 25)","(7, 28)",90.0,-87.349441
869,"(6, 25)","(7, 28)",100.0,-95.660235
870,"(6, 25)","(7, 29)",110.0,-101.500664
871,"(6, 25)","(7, 30)",120.0,-105.826743
872,"(6, 25)","(7, 32)",130.0,-109.012988
873,"(6, 25)","(7, 35)",140.0,-109.88565
874,"(6, 25)","(7, 38)",150.0,-108.676445
875,"(6, 25)","(7, 43)",160.0,-106.613232
876,"(6, 25)","(7, 43)",170.0,-104.575086
877,"(6, 25)","(7, 41)",180.0,-103.091703
878,"(6, 25)","(7, 40)",190.0,-102.981229
879,"(6, 25)","(7, 39)",200.0,-100.105604
880,"(6, 25)","(7, 27)",10.0,0.992277
881,"(6, 25)","(7, 27)",20.0,-0.697747
882,"(6, 25)","(7, 27)",30.0,-4.299322
883,"(6, 25)","(7, 26)",40.0,-20.706104
884,"(6, 25)","(7, 26)",50.0,-35.350604
885,"(6, 25)","(7, 27)",60.0,-48.208163
886,"(6, 25)","(7, 27)",70.0,-59.337185
887,"(6, 25)","(7, 27)",80.0,-71.134855
888,"(6, 25)","(7, 28)",90.0,-82.073409
889,"(6, 25)","(7, 28)",100.0,-90.384742
890,"(6, 25)","(7, 29)",110.0,-96.225048
891,"(6, 25)","(7, 30)",120.0,-100.551112
892,"(6, 25)","(7, 32)",130.0,-103.736954
893,"(6, 25)","(7, 35)",140.0,-104.609392
894,"(6, 25)","(7, 38)",150.0,-103.404763
895,"(6, 25)","(7, 43)",160.0,-101.336338
896,"(6, 25)","(7, 43)",170.0,-99.567237
897,"(6, 25)","(7, 41)",180.0,-96.83974
898,"(6, 25)","(7, 40)",190.0,-94.500317
899,"(6, 25)","(7, 39)",200.0,-89.962539
900,"(6, 22)","(7, 27)",10.0,10.655723
901,"(6, 22)","(7, 27)",20.0,10.555723
902,"(6, 22)","(7, 27)",30.0,10.455723
903,"(6, 22)","(7, 26)",40.0,10.355723
904,"(6, 22)","(7, 26)",50.0,10.255723
905,"(6, 22)","(7, 27)",60.0,10.155723
906,"(6, 22)","(7, 27)",70.0,10.055723
907,"(6, 22)","(7, 27)",80.0,9.955723
908,"(6, 22)","(7, 28)",90.0,9.855723
909,"(6, 22)","(7, 28)",100.0,9.755723
910,"(6, 22)","(7, 29)",110.0,9.655723
911,"(6, 22)","(7, 30)",120.0,9.555723
912,"(6, 22)","(7, 32)",130.0,9.455723
913,"(6, 22)","(7, 35)",140.0,9.355723
914,"(6, 22)","(7, 38)",150.0,9.255723
915,"(6, 22)","(7, 43)",160.0,9.155723
916,"(6, 22)","(7, 43)",170.0,9.055723
917,"(6, 22)","(7, 41)",180.0,8.955723
918,"(6, 22)","(7, 40)",190.0,8.855723
919,"(6, 22)","(7, 39)",200.0,8.755723
920,"(7, 43)","(6, 32)",10.0,19.923789
921,"(7, 43)","(6, 33)",20.0,37.300955
922,"(7, 43)","(6, 35)",30.0,53.907894
923,"(7, 43)","(6, 37)",40.0,56.295861
924,"(7, 43)","(6, 39)",50.0,56.195861
925,"(7, 43)","(6, 40)",60.0,56.095861
926,"(7, 43)","(6, 39)",70.0,55.995861
927,"(7, 43)","(6, 38)",80.0,55.895861
928,"(7, 43)","(6, 36)",90.0,55.795861
929,"(7, 43)","(6, 34)",100.0,55.695861
930,"(7, 43)","(6, 31)",110.0,55.595861
931,"(7, 43)","(6, 27)",120.0,55.495861
932,"(7, 43)","(6, 25)",130.0,55.395861
933,"(7, 43)","(6, 22)",140.0,55.295861
934,"(7, 43)","(6, 20)",150.0,55.195861
935,"(7, 43)","(6, 18)",160.0,55.095861
936,"(7, 43)","(6, 17)",170.0,54.995861
937,"(7, 43)","(6, 16)",180.0,54.895861
938,"(7, 43)","(6, 15)",190.0,54.795861
939,"(7, 43)","(6, 15)",200.0,54.695861
940,"(7, 27)","(6, 32)",10.0,3.138412
941,"(7, 27)","(6, 33)",20.0,4.472635
942,"(7, 27)","(6, 35)",30.0,4.240142
943,"(7, 27)","(6, 37)",40.0,2.423318
944,"(7, 27)","(6, 39)",50.0,-0.596496
945,"(7, 27)","(6, 40)",60.0,-16.378016
946,"(7, 27)","(6, 39)",70.0,-29.636403
947,"(7, 27)","(6, 38)",80.0,-41.694361
948,"(7, 27)","(6, 36)",90.0,-50.947122
949,"(7, 27)","(6, 34)",100.0,-57.114859
950,"(7, 27)","(6, 31)",110.0,-60.42396
951,"(7, 27)","(6, 27)",120.0,-61.302419
952,"(7, 27)","(6, 25)",130.0,-60.076088
953,"(7, 27)","(6, 22)",140.0,-57.555834
954,"(7, 27)","(6, 20)",150.0,-54.66859
955,"(7, 27)","(6, 18)",160.0,-51.495841
956,"(7, 27)","(6, 17)",170.0,-49.428572
957,"(7, 27)","(6, 16)",180.0,-64.322961
958,"(7, 27)","(6, 15)",190.0,-79.12059
959,"(7, 27)","(6, 15)",200.0,-93.821459
960,"(7, 27)","(6, 32)",10.0,14.046099
961,"(7, 27)","(6, 33)",20.0,23.896702
962,"(7, 27)","(6, 35)",30.0,31.416098
963,"(7, 27)","(6, 37)",40.0,37.831709
964,"(7, 27)","(6, 39)",50.0,38.291864
965,"(7, 27)","(6, 40)",60.0,38.244415
966,"(7, 27)","(6, 39)",70.0,35.755557
967,"(7, 27)","(6, 38)",80.0,33.120492
968,"(7, 27)","(6, 36)",90.0,26.607637
969,"(7, 27)","(6, 34)",100.0,20.439751
970,"(7, 27)","(6, 31)",110.0,17.128795
971,"(7, 27)","(6, 27)",120.0,16.25234
972,"(7, 27)","(6, 25)",130.0,17.473497
973,"(7, 27)","(6, 22)",140.0,20.116959
974,"(7, 27)","(6, 20)",150.0,22.3815
975,"(7, 27)","(6, 18)",160.0,25.11111
976,"(7, 27)","(6, 17)",170.0,24.864216
977,"(7, 27)","(6, 16)",180.0,28.962114
978,"(7, 27)","(6, 15)",190.0,32.266918
979,"(7, 27)","(6, 15)",200.0,37.215737
980,"(6, 17)","(6, 29)",10.0,5.78446
981,"(6, 17)","(6, 29)",20.0,9.12652
982,"(6, 17)","(6, 28)",30.0,12.096456
983,"(6, 17)","(6, 27)",40.0,14.96867
984,"(6, 17)","(6, 26)",50.0,18.136088
985,"(6, 17)","(6, 24)",60.0,20.11033
986,"(6, 17)","(6, 22)",70.0,20.688506
987,"(6, 17)","(6, 19)",80.0,20.355289
988,"(6, 17)","(6, 17)",90.0,21.983777
989,"(6, 17)","(6, 27)",100.0,20.591805
990,"(6, 17)","(6, 27)",110.0,21.329083
991,"(6, 17)","(6, 27)",120.0,20.749928
992,"(6, 17)","(6, 27)",130.0,18.864234
993,"(6, 17)","(6, 27)",140.0,17.387022
994,"(6, 17)","(6, 27)",150.0,17.444288
995,"(6, 17)","(6, 27)",160.0,18.976416
996,"(6, 17)","(6, 27)",170.0,19.837185
997,"(6, 17)","(6, 27)",180.0,19.623587
998,"(6, 17)","(6, 27)",190.0,21.476127
999,"(6, 17)","(6, 27)",200.0,21.505874
1000,"(6, 35)","(6, 29)",10.0,22.192268
1001,"(6, 35)","(6, 29)",20.0,32.831628
1002,"(6, 35)","(6, 28)",30.0,32.731628
1003,"(6, 35)","(6, 27)",40.0,32.631628
1004,"(6, 35)","(6, 26)",50.0,32.531628
1005,"(6, 35)","(6, 24)",60.0,32.431628
1006,"(6, 35)","(6, 22)",70.0,32.331628
1007,"(6, 35)","(6, 19)",80.0,32.231628
1008,"(6, 35)","(6, 17)",90.0,32.131628
1009,"(6, 35)","(6, 27)",100.0,32.031628
1010,"(6, 35)","(6, 27)",110.0,31.931628
1011,"(6, 35)","(6, 27)",120.0,31.831628
1012,"(6, 35)","(6, 27)",130.0,31.731628
1013,"(6, 35)","(6, 27)",140.0,31.631628
1014,"(6, 35)","(6, 27)",150.0,31.531628
1015,"(6, 35)","(6, 27)",160.0,31.431628
1016,"(6, 35)","(6, 27)",170.0,31.331628
1017,"(6, 35)","(6, 27)",180.0,31.231628
1018,"(6, 35)","(6, 27)",190.0,31.131628
1019,"(6, 35)","(6, 27)",200.0,31.031628
1020,"(6, 35)","(6, 29)",10.0,22.192285
1021,"(6, 35)","(6, 29)",20.0,32.83161
1022,"(6, 35)","(6, 28)",30.0,32.73161
1023,"(6, 35)","(6, 27)",40.0,32.63161
1024,"(6, 35)","(6, 26)",50.0,32.53161
1025,"(6, 35)","(6, 24)",60.0,32.43161
1026,"(6, 35)","(6, 22)",70.0,32.33161
1027,"(6, 35)","(6, 19)",80.0,32.23161
1028,"(6, 35)","(6, 17)",90.0,32.13161
1029,"(6, 35)","(6, 27)",100.0,32.03161
1030,"(6, 35)","(6, 27)",110.0,31.93161
1031,"(6, 35)","(6, 27)",120.0,31.83161
1032,"(6, 35)","(6, 27)",130.0,31.73161
1033,"(6, 35)","(6, 27)",140.0,31.63161
1034,"(6, 35)","(6, 27)",150.0,31.53161
1035,"(6, 35)","(6, 27)",160.0,31.43161
1036,"(6, 35)","(6, 27)",170.0,31.33161
1037,"(6, 35)","(6, 27)",180.0,31.23161
1038,"(6, 35)","(6, 27)",190.0,31.13161
1039,"(6, 35)","(6, 27)",200.0,31.03161
1040,"(6, 29)","(4, 27)",10.0,13.233618
1041,"(6, 29)","(4, 26)",20.0,25.322532
1042,"(6, 29)","(4, 26)",30.0,33.060731
1043,"(6, 29)","(4, 26)",40.0,37.796391
1044,"(6, 29)","(4, 26)",50.0,37.696391
1045,"(6, 29)","(4, 26)",60.0,37.596391
1046,"(6, 29)","(4, 26)",70.0,37.496391
1047,"(6, 29)","(4, 26)",80.0,37.396391
1048,"(6, 29)","(4, 26)",90.0,37.296391
1049,"(6, 29)","(4, 26)",100.0,37.196391
1050,"(6, 29)","(4, 26)",110.0,37.096391
1051,"(6, 29)","(4, 26)",120.0,36.996391
1052,"(6, 29)","(4, 27)",130.0,36.896391
1053,"(6, 29)","(4, 27)",140.0,36.796391
1054,"(6, 29)","(4, 27)",150.0,36.696391
1055,"(6, 29)","(4, 28)",160.0,36.596391
1056,"(6, 29)","(4, 29)",170.0,36.496391
1057,"(6, 29)","(4, 30)",180.0,36.396391
1058,"(6, 29)","(4, 31)",190.0,36.296391
1059,"(6, 29)","(4, 33)",200.0,36.196391
1060,"(6, 26)","(4, 27)",10.0,12.501112
1061,"(6, 26)","(4, 26)",20.0,22.701037
1062,"(6, 26)","(4, 26)",30.0,32.691417
1063,"(6, 26)","(4, 26)",40.0,38.668629
1064,"(6, 26)","(4, 26)",50.0,38.62885
1065,"(6, 26)","(4, 26)",60.0,38.589072
1066,"(6, 26)","(4, 26)",70.0,38.549293
1067,"(6, 26)","(4, 26)",80.0,38.509508
1068,"(6, 26)","(4, 26)",90.0,38.469722
1069,"(6, 26)","(4, 26)",100.0,38.429937
1070,"(6, 26)","(4, 26)",110.0,38.390152
1071,"(6, 26)","(4, 26)",120.0,38.350366
1072,"(6, 26)","(4, 27)",130.0,38.310581
1073,"(6, 26)","(4, 27)",140.0,38.270796
1074,"(6, 26)","(4, 27)",150.0,38.23101
1075,"(6, 26)","(4, 28)",160.0,38.191225
1076,"(6, 26)","(4, 29)",170.0,38.15144
1077,"(6, 26)","(4, 30)",180.0,38.111654
1078,"(6, 26)","(4, 31)",190.0,38.071869
1079,"(6, 26)","(4, 33)",200.0,38.032084
1080,"(6, 27)","(4, 27)",10.0,14.957762
1081,"(6, 27)","(4, 26)",20.0,26.95032
1082,"(6, 27)","(4, 26)",30.0,36.019869
1083,"(6, 27)","(4, 26)",40.0,43.206017
1084,"(6, 27)","(4, 26)",50.0,48.974009
1085,"(6, 27)","(4, 26)",60.0,54.285918
1086,"(6, 27)","(4, 26)",70.0,45.147832
1087,"(6, 27)","(4, 26)",80.0,34.782241
1088,"(6, 27)","(4, 26)",90.0,25.817636
1089,"(6, 27)","(4, 26)",100.0,16.260587
1090,"(6, 27)","(4, 26)",110.0,7.932267
1091,"(6, 27)","(4, 26)",120.0,1.022886
1092,"(6, 27)","(4, 27)",130.0,-4.324701
1093,"(6, 27)","(4, 27)",140.0,-8.089219
1094,"(6, 27)","(4, 27)",150.0,-10.345966
1095,"(6, 27)","(4, 28)",160.0,-11.200093
1096,"(6, 27)","(4, 29)",170.0,-11.491151
1097,"(6, 27)","(4, 30)",180.0,-11.188497
1098,"(6, 27)","(4, 31)",190.0,-10.145592
